ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,DOB,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,Credit Status
5111159,Female,Yes,Yes,1,81000,Working,Higher education,Married,House / apartment,24-02-1929,1,1,1,0,Core staff,3,Good credit
5099957,Female,Yes,Yes,1,225000,Commercial associate,Higher education,Married,House / apartment,08-10-1930,1,0,0,0,Accountants,3,Good credit
5143360,Female,No,Yes,0,126000,Working,Secondary / secondary special,Married,House / apartment,14-06-1962,1,1,1,0,High skill tech staff,2,Good credit
5091753,Male,Yes,No,2,135000,Working,Higher education,Married,House / apartment,02-11-1934,1,0,0,0,Core staff,4,Good credit
5117403,Female,No,No,0,94500,Working,Secondary / secondary special,Married,House / apartment,17-11-1945,1,0,0,0,Waiters/barmen staff,2,Good credit
5149319,Female,Yes,Yes,1,180000,Working,Higher education,Separated,House / apartment,29-07-1951,1,0,0,0,Managers,2,Good credit
5137542,Female,No,No,0,157500,Working,Secondary / secondary special,Married,House / apartment,10-09-1951,1,1,0,0,Cooking staff,2,Good credit
5095170,Male,Yes,Yes,0,252000,Commercial associate,Higher education,Married,House / apartment,08-10-1937,1,0,0,0,Drivers,2,Good credit
5090780,Female,No,No,1,202500,Working,Secondary / secondary special,Married,House / apartment,24-12-1932,1,0,0,0,Managers,3,Good credit
5092242,Female,No,No,0,117000,Working,Secondary / secondary special,Married,House / apartment,26-10-1956,1,0,0,0,Unknown,2,Good credit
5068671,Male,No,Yes,0,247500,Working,Incomplete higher,Married,House / apartment,27-01-1925,1,0,0,0,Core staff,2,Good credit
5143427,Female,No,Yes,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,24-02-1964,1,0,0,0,Unknown,1,Good credit
5087994,Male,Yes,Yes,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,25-07-1942,1,0,0,0,Unknown,3,Good credit
5052739,Female,No,Yes,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,14-08-1928,1,0,0,1,High skill tech staff,4,Good credit
5068747,Female,No,No,0,157500,Working,Higher education,Civil marriage,With parents,22-03-1936,1,0,0,0,Accountants,2,Good credit
5025029,Female,No,No,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,16-10-1954,1,0,0,0,Unknown,2,Good credit
5149353,Male,Yes,Yes,0,166500,Commercial associate,Higher education,Married,House / apartment,03-06-1933,1,0,0,0,Accountants,2,Good credit
5022571,Male,Yes,Yes,0,202500,Pensioner,Higher education,Married,House / apartment,20-06-1959,1,0,0,0,Unknown,2,Good credit
5024578,Female,No,No,1,90000,Working,Secondary / secondary special,Married,With parents,26-01-1928,1,0,0,0,Laborers,3,Good credit
5058405,Male,Yes,Yes,0,247500,Working,Higher education,Married,House / apartment,28-02-1935,1,0,0,0,Managers,2,Good credit
5041869,Male,Yes,No,0,99000,State servant,Secondary / secondary special,Married,House / apartment,15-03-1953,1,1,1,0,Core staff,2,Good credit
5115894,Male,Yes,No,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,15-10-1947,1,0,0,0,Drivers,2,Good credit
5062749,Male,Yes,No,1,202500,State servant,Higher education,Married,House / apartment,25-08-1936,1,0,0,0,Unknown,3,Good credit
5045611,Female,No,Yes,2,90000,Working,Secondary / secondary special,Married,House / apartment,14-03-1932,1,0,0,0,Unknown,4,Good credit
5113288,Female,Yes,Yes,2,121500,Working,Incomplete higher,Married,House / apartment,04-01-1931,1,1,1,0,Core staff,4,Good credit
5053003,Female,Yes,Yes,0,157500,Working,Incomplete higher,Married,House / apartment,14-09-1925,1,1,1,0,Unknown,2,Good credit
5118038,Female,No,No,2,121500,Working,Higher education,Married,House / apartment,09-01-1932,1,0,0,0,HR staff,4,Good credit
5091405,Female,No,Yes,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,16-02-1948,1,1,0,0,Laborers,1,Good credit
5137022,Female,No,No,0,180000,State servant,Secondary / secondary special,Widow,House / apartment,10-10-1949,1,1,1,0,Laborers,1,Good credit
5117594,Female,No,No,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,06-04-1946,1,1,1,0,Core staff,1,Good credit
5085704,Male,Yes,Yes,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,25-04-1953,1,0,0,0,Unknown,2,Good credit
5137292,Male,Yes,No,1,225000,Working,Secondary / secondary special,Married,House / apartment,24-09-1941,1,1,1,0,High skill tech staff,3,Good credit
5038751,Male,Yes,Yes,2,157500,Commercial associate,Higher education,Married,With parents,08-11-1938,1,0,0,0,Drivers,4,Good credit
5099900,Male,Yes,Yes,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,09-09-1955,1,0,0,0,Laborers,2,Good credit
5116676,Male,Yes,Yes,3,270000,Working,Secondary / secondary special,Married,House / apartment,04-10-1936,1,1,0,0,Laborers,5,Good credit
5061321,Female,Yes,Yes,1,261000,State servant,Higher education,Married,House / apartment,15-03-1941,1,0,0,0,Managers,3,Good credit
5139410,Female,Yes,Yes,2,135000,State servant,Secondary / secondary special,Married,House / apartment,13-07-1939,1,1,0,0,Core staff,4,Good credit
5048486,Male,Yes,Yes,0,202500,Working,Secondary / secondary special,Married,House / apartment,27-07-1935,1,1,1,0,Drivers,2,Good credit
5139658,Female,No,Yes,0,157500,Pensioner,Lower secondary,Married,House / apartment,16-04-1964,1,0,0,0,Unknown,2,Good credit
5091280,Male,No,Yes,1,103500,Working,Secondary / secondary special,Married,House / apartment,13-05-1932,1,1,0,0,Laborers,3,Good credit
5023186,Male,Yes,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,09-03-1947,1,0,1,0,Core staff,2,Good credit
5054307,Male,No,No,1,135000,Working,Secondary / secondary special,Married,House / apartment,11-09-1927,1,0,0,0,Laborers,3,Good credit
5116879,Female,No,No,0,112500,Working,Higher education,Single / not married,With parents,13-04-1930,1,1,1,0,High skill tech staff,1,Good credit
5050453,Male,No,Yes,1,231750,Working,Secondary / secondary special,Married,House / apartment,02-01-1939,1,0,0,0,Unknown,3,Good credit
5022804,Female,Yes,Yes,0,202500,Working,Higher education,Widow,House / apartment,05-11-1932,1,0,0,0,Managers,1,Good credit
5091374,Male,Yes,Yes,0,247500,Working,Secondary / secondary special,Married,House / apartment,25-01-1942,1,1,1,0,Drivers,2,Good credit
5135484,Female,No,Yes,0,135000,State servant,Higher education,Single / not married,Municipal apartment,08-03-1929,1,0,0,0,Core staff,1,Good credit
5054188,Female,No,No,0,135000,Working,Secondary / secondary special,Married,House / apartment,08-03-1931,1,0,1,0,Sales staff,2,Good credit
5054626,Female,No,Yes,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,28-04-1960,1,0,0,0,Unknown,1,Good credit
5068548,Male,Yes,Yes,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,23-12-1952,1,0,0,0,Laborers,2,Good credit
5053472,Male,No,Yes,0,112500,Working,Secondary / secondary special,Married,House / apartment,10-09-1950,1,1,1,0,Low-skill Laborers,2,Good credit
5105395,Female,No,Yes,0,135000,Working,Incomplete higher,Single / not married,House / apartment,05-12-1929,1,0,0,0,Secretaries,1,Good credit
5029554,Female,No,Yes,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,09-01-1965,1,0,0,0,Unknown,1,Good credit
5089722,Female,No,No,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,25-03-1948,1,1,1,1,Private service staff,1,Good credit
5066562,Female,No,No,0,180000,Commercial associate,Incomplete higher,Married,With parents,30-07-1922,1,1,0,1,Sales staff,2,Good credit
5062547,Female,No,Yes,3,247500,Commercial associate,Incomplete higher,Married,House / apartment,14-02-1933,1,0,0,1,Unknown,5,Good credit
5010203,Male,Yes,Yes,0,135000,Working,Lower secondary,Married,With parents,29-04-1927,1,0,0,1,Laborers,2,Good credit
5024665,Female,No,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,29-06-1939,1,1,1,0,Laborers,2,Good credit
5089626,Female,No,No,0,315000,Commercial associate,Higher education,Married,House / apartment,26-04-1944,1,1,1,1,Sales staff,2,Good credit
5021373,Female,No,Yes,0,247500,Working,Higher education,Married,House / apartment,03-07-1960,1,0,0,1,Managers,2,Good credit
5054699,Male,Yes,Yes,0,157500,Working,Higher education,Married,House / apartment,27-12-1942,1,0,0,0,Laborers,2,Good credit
5051180,Male,Yes,No,1,166500,Working,Secondary / secondary special,Married,House / apartment,29-10-1935,1,0,1,0,Laborers,3,Good credit
5143515,Female,No,Yes,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,26-09-1963,1,0,0,0,Unknown,1,Good credit
5018461,Female,No,Yes,1,166500,Working,Secondary / secondary special,Married,House / apartment,29-04-1955,1,0,1,0,Unknown,3,Good credit
5096300,Female,No,No,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,07-07-1925,1,0,0,0,High skill tech staff,3,Good credit
5148897,Male,No,Yes,0,90900,Pensioner,Secondary / secondary special,Married,House / apartment,13-11-1960,1,0,1,0,Unknown,2,Good credit
5025047,Female,Yes,No,3,112500,Working,Secondary / secondary special,Married,House / apartment,12-02-1932,1,1,1,0,Unknown,5,Good credit
5092164,Female,Yes,Yes,0,45900,Pensioner,Secondary / secondary special,Widow,House / apartment,12-07-1955,1,0,1,0,Unknown,1,Good credit
5053143,Male,No,Yes,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,04-09-1933,1,0,1,0,Unknown,3,Good credit
5038510,Female,No,Yes,0,103500,Working,Incomplete higher,Married,House / apartment,15-06-1932,1,0,0,0,Laborers,2,Good credit
5023482,Female,No,Yes,1,119250,Working,Secondary / secondary special,Married,House / apartment,13-08-1943,1,1,1,0,Core staff,3,Good credit
5054099,Male,Yes,No,2,202500,Working,Higher education,Married,House / apartment,17-02-1932,1,0,0,0,Drivers,4,Good credit
5062713,Female,No,Yes,1,157500,Working,Secondary / secondary special,Married,House / apartment,22-09-1939,1,0,0,0,Core staff,3,Good credit
5088851,Female,Yes,Yes,0,112500,Working,Higher education,Married,House / apartment,30-01-1931,1,0,0,1,Accountants,2,Good credit
5111117,Female,No,Yes,1,315000,Working,Higher education,Married,House / apartment,06-10-1931,1,0,0,0,Managers,3,Good credit
5118115,Male,No,No,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,23-01-1937,1,1,1,0,Drivers,3,Good credit
5024258,Male,No,Yes,0,162000,Working,Secondary / secondary special,Single / not married,House / apartment,21-06-1931,1,0,0,0,Security staff,1,Good credit
5113976,Male,Yes,No,0,270000,Working,Incomplete higher,Married,House / apartment,23-09-1932,1,1,1,1,Laborers,2,Good credit
5099907,Female,No,Yes,2,112500,Working,Incomplete higher,Married,House / apartment,30-11-1929,1,0,0,0,Core staff,4,Good credit
5092332,Female,No,Yes,0,58500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,18-04-1968,1,0,1,0,Unknown,1,Good credit
5038932,Female,No,Yes,0,94500,Commercial associate,Higher education,Separated,House / apartment,30-10-1939,1,0,1,0,Medicine staff,1,Good credit
5078924,Male,No,Yes,0,270000,Working,Secondary / secondary special,Married,House / apartment,14-02-1944,1,0,1,0,Laborers,2,Good credit
5068390,Female,Yes,Yes,1,270000,Working,Higher education,Separated,House / apartment,21-06-1938,1,0,1,1,Sales staff,2,Good credit
5046036,Female,Yes,Yes,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,08-12-1958,1,0,0,0,Unknown,2,Good credit
5033788,Female,No,Yes,1,315000,Working,Higher education,Separated,House / apartment,01-02-1943,1,1,1,0,Private service staff,2,Good credit
5010781,Female,Yes,Yes,1,157500,Commercial associate,Higher education,Married,House / apartment,17-08-1939,1,0,0,1,Core staff,3,Good credit
5022761,Female,No,Yes,0,180000,Working,Secondary / secondary special,Married,House / apartment,21-10-1926,1,0,0,1,Sales staff,2,Good credit
5041980,Female,No,No,0,211500,Commercial associate,Higher education,Married,With parents,26-01-1940,1,1,1,0,Laborers,2,Good credit
5113854,Male,No,No,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,13-12-1941,1,1,0,0,Laborers,1,Good credit
5126612,Female,Yes,No,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,02-11-1955,1,0,1,0,Unknown,1,Good credit
5132264,Female,No,No,0,144000,Working,Secondary / secondary special,Married,House / apartment,27-12-1942,1,0,1,0,Laborers,2,Good credit
5142136,Female,No,No,2,144000,Working,Secondary / secondary special,Married,House / apartment,18-07-1946,1,0,0,0,Medicine staff,4,Good credit
5088163,Female,No,Yes,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,18-05-1935,1,0,0,0,Core staff,1,Good credit
5146086,Male,No,No,0,148500,Working,Secondary / secondary special,Single / not married,Municipal apartment,30-08-1938,1,0,0,1,Laborers,1,Good credit
5139553,Female,Yes,Yes,2,157500,Commercial associate,Higher education,Married,House / apartment,10-03-1937,1,0,1,0,Medicine staff,4,Good credit
5041474,Female,No,Yes,0,90000,Commercial associate,Higher education,Married,House / apartment,27-08-1924,1,0,0,1,Sales staff,2,Good credit
5025020,Female,No,Yes,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,23-11-1958,1,0,0,0,Unknown,2,Good credit
5118270,Female,No,No,0,99000,Working,Secondary / secondary special,Married,With parents,26-07-1953,1,1,0,0,Medicine staff,2,Good credit
5095324,Female,No,Yes,0,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,27-07-1962,1,0,1,0,Unknown,1,Good credit
5142290,Female,No,Yes,1,162000,State servant,Higher education,Civil marriage,House / apartment,20-02-1941,1,0,0,0,Accountants,3,Good credit
5148792,Female,No,Yes,0,202500,Commercial associate,Secondary / secondary special,Widow,House / apartment,10-10-1947,1,0,0,0,Managers,1,Good credit
5062031,Female,Yes,Yes,0,225000,Working,Higher education,Single / not married,House / apartment,10-07-1926,1,0,1,1,Unknown,1,Good credit
5088836,Female,No,Yes,0,612000,State servant,Secondary / secondary special,Married,House / apartment,24-05-1934,1,0,0,1,Accountants,2,Good credit
5035418,Female,No,Yes,0,292500,Working,Higher education,Married,House / apartment,18-10-1957,1,0,0,0,Core staff,2,Good credit
5089896,Female,No,Yes,0,67500,Pensioner,Higher education,Single / not married,Municipal apartment,13-11-1964,1,0,0,1,Unknown,1,Good credit
5137407,Female,No,No,0,157500,Working,Higher education,Separated,House / apartment,11-03-1947,1,0,0,0,Medicine staff,1,Good credit
5086060,Female,No,Yes,0,135000,State servant,Secondary / secondary special,Married,House / apartment,28-03-1956,1,0,1,0,Core staff,2,Good credit
5095117,Female,No,Yes,0,67500,Working,Higher education,Married,House / apartment,26-12-1938,1,0,0,0,Core staff,2,Good credit
5067419,Female,No,Yes,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,19-11-1963,1,0,0,0,Unknown,2,Good credit
5041307,Female,Yes,Yes,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,17-04-1963,1,0,1,0,Unknown,2,Good credit
5146401,Female,No,Yes,0,112500,Working,Secondary / secondary special,Separated,House / apartment,19-11-1953,1,1,0,0,Cleaning staff,1,Good credit
5105137,Female,No,Yes,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,05-04-1927,1,0,0,0,Laborers,1,Good credit
5053388,Female,No,Yes,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,16-08-1944,1,0,0,1,Managers,2,Good credit
5146467,Male,Yes,No,0,360000,State servant,Higher education,Married,House / apartment,01-05-1927,1,0,0,0,Unknown,2,Good credit
5113082,Female,No,Yes,1,112500,Working,Higher education,Single / not married,House / apartment,23-11-1941,1,0,0,0,Core staff,2,Good credit
5052755,Male,No,Yes,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,08-12-1928,1,0,0,0,Managers,2,Good credit
5092436,Female,Yes,Yes,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,16-07-1954,1,0,1,0,Unknown,2,Good credit
5022243,Female,No,Yes,0,202500,Working,Secondary / secondary special,Married,House / apartment,12-09-1941,1,0,0,1,High skill tech staff,2,Good credit
5113020,Male,Yes,Yes,0,202500,State servant,Secondary / secondary special,Married,House / apartment,12-01-1940,1,0,0,0,Core staff,2,Good credit
5058267,Male,No,No,1,225000,Commercial associate,Secondary / secondary special,Married,With parents,01-12-1948,1,0,0,0,Drivers,3,Good credit
5037247,Male,Yes,Yes,2,112500,Working,Secondary / secondary special,Married,House / apartment,26-04-1933,1,0,0,0,Laborers,4,Good credit
5100461,Male,Yes,Yes,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,29-12-1933,1,0,0,0,High skill tech staff,3,Good credit
5096753,Male,Yes,No,0,328500,Working,Higher education,Married,House / apartment,13-10-1940,1,1,1,0,Unknown,2,Good credit
5091778,Male,No,Yes,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,08-10-1929,1,1,0,0,Laborers,4,Good credit
5038569,Male,Yes,Yes,0,202500,Working,Secondary / secondary special,Married,House / apartment,07-09-1954,1,0,1,0,Laborers,2,Good credit
5069169,Male,Yes,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,27-03-1928,1,0,0,1,Sales staff,2,Good credit
5065820,Male,Yes,Yes,1,157500,Working,Secondary / secondary special,Married,House / apartment,27-12-1942,1,0,0,0,Laborers,3,Good credit
5091048,Female,No,Yes,2,270000,Commercial associate,Higher education,Married,House / apartment,07-04-1942,1,0,0,1,Secretaries,4,Good credit
5097134,Male,Yes,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,28-02-1931,1,1,1,0,Drivers,2,Good credit
5097106,Female,No,Yes,0,193500,Working,Secondary / secondary special,Married,House / apartment,25-07-1957,1,0,1,0,Unknown,2,Good credit
5099877,Female,Yes,Yes,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,01-05-1959,1,0,1,0,Unknown,2,Good credit
5033884,Male,Yes,Yes,0,90000,Working,Secondary / secondary special,Married,House / apartment,05-12-1954,1,1,1,0,Core staff,2,Good credit
5097024,Male,Yes,No,0,198000,Commercial associate,Higher education,Married,House / apartment,08-05-1937,1,0,0,0,Managers,2,Good credit
5010412,Female,No,Yes,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,31-10-1959,1,0,0,0,Unknown,2,Good credit
5091144,Male,Yes,No,0,225000,Working,Secondary / secondary special,Married,House / apartment,11-07-1929,1,0,0,0,Unknown,2,Good credit
5088503,Male,Yes,Yes,0,72000,Working,Higher education,Married,House / apartment,13-12-1959,1,0,0,0,Security staff,2,Good credit
5126142,Male,Yes,No,2,202500,Working,Secondary / secondary special,Married,House / apartment,17-07-1943,1,0,0,0,Laborers,4,Good credit
5067020,Female,Yes,Yes,1,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,16-12-1946,1,0,0,1,Laborers,3,Good credit
5061076,Male,Yes,No,0,157500,State servant,Secondary / secondary special,Married,House / apartment,11-11-1940,1,1,0,0,Unknown,2,Good credit
5126527,Female,No,No,0,225000,State servant,Secondary / secondary special,Married,With parents,03-08-1933,1,0,1,0,Medicine staff,2,Good credit
5078931,Male,No,No,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,27-05-1943,1,0,1,0,Laborers,1,Good credit
5125471,Male,Yes,Yes,1,450000,Commercial associate,Higher education,Married,House / apartment,27-09-1947,1,0,0,0,Unknown,3,Good credit
5025207,Male,Yes,Yes,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,08-02-1927,1,0,0,0,Drivers,3,Good credit
5042097,Female,No,No,1,108000,Working,Secondary / secondary special,Separated,House / apartment,14-04-1939,1,0,1,0,Unknown,2,Good credit
5067653,Female,No,Yes,0,787500,State servant,Higher education,Married,House / apartment,05-02-1947,1,0,0,1,Managers,2,Good credit
5089137,Female,Yes,No,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,With parents,14-12-1938,1,0,1,0,Unknown,2,Good credit
5065601,Male,No,Yes,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,16-02-1957,1,0,1,0,Laborers,2,Good credit
5112833,Female,No,Yes,1,90000,Working,Secondary / secondary special,Separated,With parents,20-02-1936,1,0,1,1,Sales staff,2,Good credit
5024636,Female,No,Yes,0,166500,Working,Secondary / secondary special,Married,House / apartment,17-07-1954,1,0,0,0,Unknown,2,Good credit
5050549,Male,No,No,2,225000,Working,Higher education,Civil marriage,House / apartment,27-11-1945,1,1,0,0,Laborers,4,Good credit
5065763,Female,No,Yes,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,15-05-1940,1,0,0,0,Unknown,1,Good credit
5089269,Female,No,No,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,20-06-1951,1,1,0,0,Cleaning staff,1,Good credit
5061207,Male,Yes,Yes,14,225000,Working,Secondary / secondary special,Separated,House / apartment,09-08-1948,1,0,0,0,Drivers,15,Good credit
5028684,Male,No,Yes,0,157500,Working,Secondary / secondary special,Married,House / apartment,26-03-1926,1,0,0,1,Laborers,2,Good credit
5028737,Male,No,Yes,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,05-03-1934,1,0,0,0,Managers,2,Good credit
5113406,Male,Yes,Yes,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,01-09-1929,1,0,0,1,Sales staff,1,Good credit
5025741,Female,Yes,No,0,216000,Working,Higher education,Married,Municipal apartment,12-10-1932,1,0,1,0,Sales staff,2,Good credit
5045992,Female,No,Yes,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,07-10-1941,1,0,0,0,Laborers,2,Good credit
5054453,Male,Yes,Yes,0,315000,Working,Higher education,Married,House / apartment,16-01-1949,1,0,0,0,Laborers,2,Good credit
5024586,Female,Yes,Yes,2,315000,State servant,Secondary / secondary special,Married,House / apartment,21-10-1933,1,0,0,0,Managers,4,Good credit
5090701,Female,No,No,0,594000,Pensioner,Higher education,Single / not married,Municipal apartment,08-08-1947,1,0,0,0,Unknown,1,Good credit
5091929,Female,Yes,No,0,135000,Working,Secondary / secondary special,Married,House / apartment,26-10-1949,1,0,0,0,Unknown,2,Good credit
5149034,Female,No,Yes,0,180000,State servant,Higher education,Married,House / apartment,12-11-1947,1,0,0,0,Core staff,2,Good credit
5114114,Male,Yes,No,0,157500,Working,Secondary / secondary special,Separated,House / apartment,09-09-1946,1,0,1,0,Security staff,1,Good credit
5142579,Female,Yes,Yes,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,01-08-1956,1,0,0,0,Unknown,2,Good credit
5046035,Female,Yes,Yes,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,08-12-1958,1,0,0,0,Unknown,2,Good credit
5050756,Male,Yes,No,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,09-06-1949,1,1,0,0,Drivers,2,Good credit
5047853,Male,Yes,Yes,1,292500,Commercial associate,Higher education,Married,House / apartment,30-05-1934,1,0,0,0,Unknown,3,Good credit
5009790,Female,No,No,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,27-03-1960,1,0,1,0,Unknown,1,Good credit
5135819,Female,No,Yes,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,03-05-1953,1,0,0,0,Laborers,2,Good credit
5092287,Female,No,Yes,0,247500,Pensioner,Higher education,Married,House / apartment,10-07-1960,1,0,0,0,Unknown,2,Good credit
5105743,Male,Yes,No,2,112500,Working,Higher education,Married,House / apartment,27-12-1942,1,1,1,0,High skill tech staff,4,Good credit
5028280,Female,No,No,1,157500,Commercial associate,Incomplete higher,Married,With parents,09-09-1932,1,0,0,0,Unknown,3,Good credit
5095896,Female,No,No,1,112500,Commercial associate,Higher education,Married,House / apartment,08-11-1943,1,1,1,0,Managers,3,Good credit
5024352,Male,Yes,Yes,0,585000,Commercial associate,Secondary / secondary special,Married,With parents,04-08-1945,1,0,0,0,Drivers,2,Good credit
5100027,Female,Yes,No,0,180000,Working,Secondary / secondary special,Married,House / apartment,19-11-1952,1,0,0,0,Medicine staff,2,Good credit
5028337,Female,Yes,No,1,225000,Working,Higher education,Single / not married,With parents,12-12-1937,1,0,0,0,Laborers,2,Good credit
5090788,Female,Yes,Yes,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,12-11-1929,1,0,0,0,Managers,2,Good credit
5046126,Female,No,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,31-07-1955,1,1,1,0,Managers,2,Good credit
5092265,Male,No,Yes,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,31-10-1948,1,0,0,0,Security staff,2,Good credit
5143319,Female,Yes,Yes,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,18-01-1957,1,0,0,0,Unknown,2,Good credit
5114354,Male,Yes,No,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,09-11-1926,1,1,0,0,Unknown,2,Good credit
5117248,Female,No,Yes,2,112500,Working,Secondary / secondary special,Married,House / apartment,09-07-1935,1,0,0,0,Laborers,4,Good credit
5024386,Female,No,No,0,117000,Working,Secondary / secondary special,Married,Municipal apartment,10-12-1936,1,0,0,0,Sales staff,2,Good credit
5026178,Male,Yes,Yes,0,135000,Working,Secondary / secondary special,Married,House / apartment,26-06-1952,1,1,0,0,Laborers,2,Good credit
5033439,Male,Yes,No,2,270000,Working,Higher education,Married,House / apartment,04-02-1932,1,0,1,0,Unknown,4,Good credit
5089320,Female,Yes,No,0,135000,Commercial associate,Higher education,Married,House / apartment,20-10-1931,1,1,1,1,High skill tech staff,2,Good credit
5053872,Male,Yes,Yes,1,157500,Working,Secondary / secondary special,Married,House / apartment,31-10-1931,1,0,0,0,Unknown,3,Good credit
5091735,Female,Yes,Yes,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,15-04-1940,1,0,0,0,Sales staff,1,Good credit
5105791,Male,No,No,0,121500,State servant,Incomplete higher,Single / not married,House / apartment,29-06-1924,1,1,0,0,Laborers,1,Good credit
5125928,Male,No,Yes,1,135000,Working,Secondary / secondary special,Married,House / apartment,10-02-1932,1,0,0,0,Laborers,3,Good credit
5115662,Male,Yes,Yes,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,15-10-1943,1,0,1,0,Sales staff,1,Good credit
5029256,Male,Yes,Yes,2,225000,Working,Higher education,Married,House / apartment,02-11-1936,1,0,0,0,Drivers,4,Good credit
5136029,Male,Yes,No,0,112500,State servant,Secondary / secondary special,Married,House / apartment,22-06-1953,1,0,0,0,Laborers,2,Good credit
5037157,Female,No,Yes,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,03-08-1962,1,0,1,0,Unknown,2,Good credit
5046531,Male,Yes,No,0,202500,Pensioner,Higher education,Married,House / apartment,16-04-1955,1,0,0,0,Unknown,2,Good credit
5023177,Female,No,Yes,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,24-07-1948,1,1,1,0,Laborers,3,Good credit
5021967,Female,No,No,1,103500,Working,Secondary / secondary special,Married,House / apartment,01-02-1932,1,0,0,0,Sales staff,3,Good credit
5135530,Female,Yes,Yes,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,13-07-1957,1,0,0,0,Unknown,2,Good credit
5146534,Female,Yes,No,1,67500,State servant,Secondary / secondary special,Married,House / apartment,24-06-1941,1,0,0,0,Core staff,3,Good credit
5126101,Female,No,Yes,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,10-08-1957,1,0,1,0,Unknown,2,Good credit
5088161,Female,No,Yes,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,18-05-1935,1,0,0,0,Core staff,1,Good credit
5100394,Male,No,Yes,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,21-08-1933,1,0,0,0,Core staff,3,Good credit
5079035,Female,No,Yes,0,135000,Pensioner,Lower secondary,Married,House / apartment,15-10-1961,1,0,0,0,Unknown,2,Good credit
